LSOA11CD,medianAge
E01017549,58.0
E01017550,43.0
E01017551,35.0
E01017552,32.0
E01017553,47.0
E01017554,43.0
E01017555,38.0
E01017556,40.0
E01017557,43.0
E01017558,46.0
E01017559,49.0
E01017560,48.0
E01017561,48.0
E01017562,42.0
E01017563,48.0
E01017564,45.0
E01017565,53.0
E01017566,53.0
E01017567,39.0
E01017568,35.0
E01017569,38.0
E01017570,34.0
E01017571,49.0
E01017572,49.0
E01017573,48.0
E01017575,35.0
E01017576,45.0
E01017577,43.0
E01017578,40.0
E01017579,39.0
E01017580,34.0
E01017581,38.0
E01017582,43.0
E01017583,38.0
E01017584,40.0
E01017585,46.0
E01017586,45.0
E01017587,57.0
E01017588,54.0
E01017589,39.0
E01017590,49.0
E01017591,41.0
E01017592,40.0
E01017593,44.0
E01017594,32.5
E01017595,41.0
E01017596,35.0
E01017597,38.0
E01017598,36.0
E01017599,33.0
E01017600,36.0
E01017601,33.0
E01017602,37.0
E01017603,43.0
E01017604,43.0
E01017605,34.0
E01017606,49.0
E01017607,52.0
E01017608,44.0
E01017609,35.0
E01017610,48.0
E01017611,47.0
E01017612,41.5
E01017613,45.0
E01017614,42.0
E01017615,48.0
E01017616,39.0
E01017617,44.0
E01017618,32.0
E01017619,34.0
E01017620,47.0
E01017621,49.0
E01017622,41.0
E01017623,39.5
E01017624,39.0
E01017625,51.0
E01017626,50.0
E01017627,43.0
E01017628,48.0
E01017629,51.0
E01017630,50.0
E01017631,44.0
E01017632,40.0
E01017634,34.0
E01017635,39.0
E01017636,44.0
E01017637,43.0
E01017638,46.0
E01017639,48.0
E01017640,47.0
E01017641,35.0
E01017642,48.0
E01017643,45.0
E01017644,41.0
E01017645,30.0
E01017646,36.0
E01017647,52.0
E01017648,48.0
E01017649,33.0
E01017650,36.0
E01017651,50.0
E01017652,47.0
E01017653,39.0
E01017654,34.0
E01017655,38.0
E01017657,51.0
E01017658,46.0
E01017659,34.5
E01017660,39.0
E01017661,35.0
E01017662,34.0
E01017663,33.0
E01017664,43.0
E01017665,30.0
E01017666,36.0
E01017667,33.0
E01017668,37.0
E01017669,44.0
E01017670,47.5
E01017671,47.0
E01017672,48.0
E01017673,47.0
E01017674,42.0
E01017675,43.0
E01017676,52.0
E01017677,46.0
E01017678,48.0
E01017679,47.0
E01017680,44.0
E01017681,46.0
E01017682,47.0
E01017683,48.0
E01017684,52.0
E01017687,32.0
E01017688,38.0
E01017689,40.0
E01017690,43.0
E01017691,46.0
E01017692,41.0
E01017693,45.0
E01017694,43.0
E01017695,53.0
E01017696,48.0
E01017697,38.0
E01017698,36.0
E01017699,33.0
E01017700,45.0
E01017701,41.0
E01017702,47.0
E01017703,49.0
E01017704,51.0
E01017705,31.0
E01017706,35.0
E01017707,33.0
E01017708,32.0
E01017709,35.0
E01017710,35.0
E01017711,34.0
E01017712,32.0
E01017713,45.0
E01017714,46.0
E01017715,50.0
E01017716,46.0
E01017717,47.0
E01017718,45.0
E01017719,43.0
E01017720,42.0
E01017721,35.0
E01017722,39.0
E01017723,36.0
E01017724,34.0
E01017726,54.0
E01017727,49.0
E01017728,33.0
E01017729,48.0
E01017730,45.0
E01017731,44.0
E01017732,47.0
E01017733,50.0
E01017734,51.0
E01017735,51.0
E01017736,48.0
E01017737,55.0
E01017738,41.0
E01017739,47.0
E01017740,40.0
E01017741,43.0
E01017742,43.5
E01017743,36.0
E01017744,45.0
E01017745,47.0
E01017746,42.0
E01017747,41.0
E01017748,39.0
E01017749,45.5
E01017750,50.0
E01017751,48.0
E01017752,49.0
E01017753,43.0
E01017754,49.0
E01017755,43.0
E01017756,51.0
E01017757,49.5
E01017758,49.0
E01017759,45.5
E01017760,51.0
E01017761,47.0
E01017762,50.0
E01017763,43.0
E01017764,47.0
E01017765,49.0
E01017766,53.0
E01017767,42.0
E01017768,50.0
E01017769,46.0
E01017770,35.0
E01017771,50.0
E01017773,52.0
E01017774,51.0
E01017775,45.0
E01017776,39.0
E01017777,44.0
E01017778,49.0
E01017779,49.0
E01017780,43.0
E01017781,34.0
E01017782,47.0
E01017783,47.0
E01017784,49.0
E01017785,50.0
E01017786,47.0
E01017787,50.0
E01017788,44.0
E01017789,43.0
E01017790,36.0
E01017791,40.0
E01017792,38.0
E01017793,44.0
E01017794,44.0
E01017795,38.0
E01017796,43.0
E01017797,48.0
E01017798,50.0
E01017799,43.0
E01017800,38.0
E01017801,41.0
E01017802,42.0
E01017803,50.0
E01017804,47.0
E01017805,39.5
E01017806,49.0
E01017807,43.0
E01017808,40.0
E01017809,40.0
E01017810,45.0
E01017811,56.0
E01017812,40.0
E01017813,48.0
E01017814,47.0
E01017815,49.0
E01017816,46.0
E01017817,44.0
E01017818,42.0
E01017819,47.0
E01017820,51.0
E01017821,45.0
E01017822,45.0
E01017823,47.0
E01017824,44.0
E01017825,39.0
E01017826,41.0
E01017827,38.0
E01017828,41.0
E01017829,41.0
E01017830,44.0
E01017831,46.0
E01017832,46.0
E01017833,48.0
E01017834,44.0
E01017835,50.0
E01017836,35.0
E01017837,31.0
E01017838,33.0
E01017839,26.0
E01017840,39.0
E01017841,38.0
E01017842,44.0
E01017843,51.0
E01017844,44.0
E01017845,42.0
E01017846,46.0
E01017847,53.0
E01017848,50.0
E01017849,51.0
E01017850,32.0
E01017851,35.0
E01017852,32.0
E01017853,43.0
E01017854,50.0
E01017855,49.0
E01017856,39.0
E01017857,36.0
E01017858,35.0
E01017859,40.0
E01017860,37.0
E01017861,46.0
E01017862,42.0
E01017863,42.0
E01017864,48.0
E01017865,51.0
E01017866,53.0
E01017867,40.0
E01017868,49.0
E01017869,52.0
E01017870,53.0
E01017871,50.0
E01017872,53.0
E01017873,49.0
E01017874,37.0
E01017875,42.0
E01017876,50.0
E01017877,49.0
E01017878,52.0
E01017880,46.0
E01017881,49.0
E01017882,47.0
E01017883,47.0
E01017884,46.0
E01017885,49.0
E01017886,53.0
E01017887,52.0
E01017888,45.0
E01017889,42.0
E01017890,47.0
E01017891,47.0
E01017892,50.0
E01017893,47.0
E01017894,49.0
E01017895,46.0
E01017896,49.0
E01017897,43.0
E01017898,36.0
E01017899,37.5
E01017900,32.0
E01017901,37.0
E01017902,34.0
E01017903,31.0
E01017904,32.0
E01017905,32.0
E01017906,28.0
E01017907,35.0
E01017908,35.0
E01017909,33.0
E01017910,39.0
E01017911,34.0
E01017912,38.0
E01017913,31.0
E01017914,39.0
E01017915,42.0
E01017916,52.0
E01017917,45.0
E01017918,48.0
E01017919,36.0
E01017920,42.0
E01017921,34.0
E01017922,35.0
E01017923,32.5
E01017924,42.0
E01017925,33.0
E01017926,32.0
E01017927,42.0
E01017928,41.0
E01017929,50.0
E01017930,51.0
E01017931,47.0
E01017932,53.0
E01017933,52.0
E01017934,40.0
E01017935,40.0
E01017936,47.0
E01017937,48.0
E01017938,47.0
E01017939,42.0
E01017940,39.0
E01017941,42.0
E01017942,48.0
E01017943,33.0
E01017944,36.0
E01017945,32.0
E01017946,33.0
E01017947,36.0
E01017948,31.0
E01017949,29.0
E01017950,31.0
E01017951,43.0
E01017952,35.0
E01017953,40.0
E01017954,36.0
E01017955,42.0
E01017956,34.0
E01017957,24.0
E01017958,22.0
E01017959,40.0
E01017960,35.0
E01017961,40.0
E01017962,41.0
E01017963,40.0
E01017964,43.0
E01017965,35.0
E01017966,29.0
E01017967,27.0
E01017968,40.0
E01017969,37.5
E01017971,38.0
E01017972,40.5
E01017973,26.0
E01017974,35.0
E01017975,42.0
E01017976,35.0
E01017977,31.0
E01017978,33.0
E01017979,37.0
E01017980,40.0
E01017983,34.0
E01017984,31.0
E01017985,34.0
E01017986,21.0
E01017987,31.0
E01017988,28.0
E01017989,24.0
E01017990,36.0
E01017991,29.5
E01017992,41.0
E01017993,37.0
E01017994,38.0
E01017995,47.0
E01017996,22.0
E01017997,32.0
E01017998,31.0
E01017999,29.0
E01018000,30.0
E01018001,31.5
E01018002,28.0
E01018003,30.0
E01018005,23.0
E01018006,41.0
E01018007,48.0
E01018008,37.0
E01018009,31.0
E01018010,41.0
E01018011,50.0
E01018012,46.0
E01018013,50.0
E01018014,45.0
E01018015,49.0
E01018016,42.0
E01018017,50.0
E01018019,42.0
E01018020,47.0
E01018021,47.0
E01018022,50.0
E01018023,46.0
E01018024,52.0
E01018025,38.0
E01018026,50.0
E01018027,44.0
E01018029,38.0
E01018030,44.0
E01018032,45.0
E01018033,46.0
E01018034,45.0
E01018035,47.0
E01018036,45.0
E01018037,47.0
E01018038,47.0
E01018039,48.0
E01018040,46.0
E01018041,42.0
E01018042,48.0
E01018043,41.5
E01018044,40.0
E01018045,40.0
E01018046,33.0
E01018047,42.0
E01018049,44.0
E01018050,39.0
E01018051,39.0
E01018052,39.0
E01018053,46.0
E01018054,48.0
E01018055,47.0
E01018056,39.0
E01018057,48.0
E01018058,55.0
E01018059,48.0
E01018060,43.0
E01018061,42.0
E01018062,46.0
E01018063,38.0
E01018064,41.0
E01018065,50.0
E01018066,47.0
E01018067,48.0
E01018068,49.0
E01018069,47.0
E01018070,35.0
E01018071,45.0
E01018072,35.0
E01018073,42.0
E01018074,51.0
E01018075,45.0
E01018076,45.0
E01018077,44.0
E01018078,45.0
E01018079,53.0
E01018080,42.0
E01018081,39.0
E01018082,40.0
E01018083,38.0
E01018084,50.0
E01018085,54.0
E01018086,39.0
E01018087,49.0
E01018088,55.0
E01018090,48.0
E01018091,45.0
E01018092,47.0
E01018093,44.0
E01018094,48.0
E01018095,52.0
E01018096,53.0
E01018097,54.0
E01018098,50.0
E01018099,52.0
E01018100,43.0
E01018101,48.5
E01018102,38.0
E01018103,38.0
E01018104,50.0
E01018105,44.0
E01018106,42.0
E01018107,36.0
E01018108,35.0
E01018109,39.0
E01018110,47.0
E01018111,50.0
E01018113,49.0
E01018115,51.0
E01018116,34.0
E01018117,50.0
E01018118,41.0
E01018119,50.0
E01018120,51.0
E01018121,50.0
E01018122,53.0
E01018123,47.0
E01018124,49.0
E01018125,50.0
E01018126,49.0
E01018127,50.0
E01018128,53.0
E01018129,47.0
E01018130,43.0
E01018131,43.0
E01018132,38.0
E01018133,43.0
E01018134,39.0
E01018135,34.0
E01018136,51.0
E01018137,46.0
E01018138,39.0
E01018139,39.0
E01018140,46.0
E01018141,51.0
E01018142,50.0
E01018143,35.0
E01018144,32.0
E01018145,33.0
E01018146,32.5
E01018147,34.0
E01018148,35.0
E01018149,38.0
E01018150,35.0
E01018151,35.0
E01018152,48.0
E01018153,50.0
E01018154,42.0
E01018155,50.0
E01018156,52.0
E01018157,44.0
E01018158,46.0
E01018159,43.0
E01018160,40.0
E01018161,40.0
E01018162,46.0
E01018163,35.0
E01018164,40.0
E01018165,38.0
E01018166,47.0
E01018167,48.0
E01018168,44.0
E01018169,39.0
E01018170,48.0
E01018171,45.0
E01018172,53.0
E01018173,41.0
E01018174,47.0
E01018175,47.0
E01018176,51.0
E01018177,52.0
E01018178,48.0
E01018179,40.0
E01018180,35.5
E01018181,37.0
E01018182,38.0
E01018183,38.0
E01018184,34.0
E01018185,49.0
E01018186,43.0
E01018187,43.0
E01018188,43.5
E01018189,50.0
E01018190,43.0
E01018191,43.0
E01018192,45.5
E01018193,48.0
E01018194,49.0
E01018195,43.0
E01018196,49.0
E01018197,44.0
E01018198,48.0
E01018199,48.0
E01018200,50.0
E01018201,42.0
E01018202,54.0
E01018203,47.0
E01018204,48.0
E01018205,53.0
E01018206,34.0
E01018207,46.0
E01018208,42.0
E01018209,49.0
E01018210,49.0
E01018211,50.0
E01018212,45.0
E01018213,36.0
E01018214,40.0
E01018215,39.0
E01018216,40.0
E01018217,50.0
E01018218,51.0
E01018219,49.0
E01018220,50.0
E01018221,41.0
E01018222,52.0
E01018223,42.0
E01018224,44.0
E01018225,51.0
E01018226,40.0
E01018227,43.0
E01018228,49.0
E01018231,45.0
E01018232,48.0
E01018233,49.0
E01018234,46.0
E01018235,43.0
E01018236,44.0
E01018237,46.0
E01018238,44.0
E01018239,45.0
E01018240,47.0
E01018241,48.0
E01018242,42.0
E01018243,39.0
E01018244,50.0
E01018245,50.0
E01018246,50.0
E01018247,48.0
E01018248,33.0
E01018249,50.5
E01018250,48.0
E01018251,45.0
E01018252,46.0
E01018253,48.0
E01018254,43.0
E01018255,50.0
E01018256,41.0
E01018257,45.0
E01018258,46.0
E01018259,41.0
E01018260,47.0
E01018262,45.0
E01018263,46.0
E01018264,47.0
E01018265,47.5
E01018266,36.0
E01018267,51.0
E01018268,44.0
E01018269,45.0
E01018270,47.0
E01018271,40.0
E01018272,43.0
E01018273,43.0
E01018274,35.0
E01018275,49.0
E01018276,38.0
E01018277,49.0
E01018278,39.0
E01018279,45.0
E01018280,43.0
E01018281,43.0
E01018282,46.0
E01018283,44.0
E01018284,46.0
E01018285,41.0
E01018286,40.0
E01018287,35.0
E01018288,48.0
E01018289,47.0
E01018290,50.0
E01018291,49.0
E01018292,46.0
E01018293,47.0
E01018294,43.0
E01018295,48.0
E01018296,47.0
E01018297,47.0
E01018298,34.0
E01018299,40.0
E01018300,49.0
E01018301,44.0
E01018302,42.0
E01018303,50.0
E01018304,41.0
E01018305,49.0
E01018306,47.0
E01018307,44.0
E01018308,49.0
E01018309,43.5
E01018310,35.5
E01018311,37.0
E01018312,38.0
E01018313,49.0
E01018314,38.0
E01018315,45.0
E01018316,34.0
E01018317,36.0
E01018319,38.0
E01018320,46.0
E01018321,49.0
E01018322,54.0
E01018323,46.0
E01018324,47.0
E01018325,51.0
E01018326,38.0
E01018327,37.0
E01018328,24.0
E01018329,27.0
E01018330,24.0
E01018331,27.0
E01018332,47.0
E01018333,57.0
E01018334,52.0
E01018335,50.0
E01018336,46.0
E01018337,48.5
E01018338,44.0
E01018339,46.0
E01018340,46.0
E01018341,52.0
E01018342,43.0
E01018343,38.0
E01018344,37.0
E01018345,41.0
E01018346,46.0
E01018347,45.0
E01018348,36.0
E01018349,48.0
E01018350,52.0
E01018351,37.0
E01018352,38.0
E01018353,45.0
E01018354,35.0
E01018355,51.0
E01018356,48.0
E01018357,46.0
E01018358,41.0
E01018359,51.0
E01018360,40.0
E01018361,37.0
E01018362,43.0
E01018363,52.5
E01018364,37.0
E01018365,49.0
E01018366,52.0
E01018367,49.0
E01018368,48.0
E01018369,49.5
E01018370,48.0
E01018371,49.0
E01018372,51.0
E01018373,51.0
E01018374,45.0
E01018375,36.0
E01018376,43.0
E01018377,44.0
E01018378,38.0
E01018379,53.0
E01018380,49.0
E01018381,42.0
E01018382,50.0
E01018383,41.0
E01018384,46.0
E01018385,52.0
E01018386,46.0
E01018387,56.0
E01018388,40.0
E01018389,52.0
E01018390,53.0
E01018391,40.0
E01018392,51.0
E01018393,46.0
E01018394,46.0
E01018395,49.0
E01018396,45.0
E01018397,46.0
E01018398,43.0
E01018399,47.0
E01018400,37.0
E01018401,37.0
E01018402,46.0
E01018403,47.0
E01018404,54.0
E01018405,49.0
E01018406,53.0
E01018407,53.0
E01018408,54.0
E01018409,51.0
E01018410,52.0
E01018411,53.0
E01018412,55.0
E01018413,44.5
E01018414,56.0
E01018415,50.5
E01018416,47.0
E01018417,57.0
E01018418,53.0
E01018419,36.0
E01018420,41.0
E01018421,39.0
E01018422,45.0
E01018423,40.0
E01018424,49.0
E01018425,51.0
E01018426,52.0
E01018427,53.0
E01018428,51.0
E01018429,53.0
E01018430,48.0
E01018431,51.0
E01018432,50.0
E01018433,54.0
E01018434,50.0
E01018435,47.0
E01018436,53.0
E01018437,46.0
E01018438,57.0
E01018439,50.0
E01018440,37.0
E01018441,35.0
E01018442,40.0
E01018443,43.0
E01018444,44.0
E01018445,33.0
E01018446,42.0
E01018447,35.0
E01018448,43.0
E01018449,58.0
E01018450,52.0
E01018451,51.0
E01018452,47.0
E01018454,41.0
E01018455,52.5
E01018456,62.0
E01018457,46.0
E01018458,52.0
E01018459,33.0
E01018460,48.5
E01018461,42.0
E01018462,34.0
E01018463,36.0
E01018464,36.0
E01018465,47.0
E01018466,34.0
E01018467,32.0
E01018468,51.0
E01018469,49.0
E01018470,49.0
E01018471,51.0
E01018472,44.0
E01018473,40.5
E01018474,42.0
E01018475,42.0
E01018476,32.0
E01018477,39.0
E01018478,33.0
E01018479,37.0
E01018480,39.0
E01018481,53.0
E01018482,44.0
E01018483,49.0
E01018484,30.0
E01018485,33.0
E01018486,36.0
E01018487,32.0
E01018488,40.0
E01018489,35.0
E01018490,53.0
E01018491,50.0
E01018492,56.0
E01018493,52.0
E01018494,39.0
E01018495,44.0
E01018496,40.0
E01018497,35.0
E01018498,34.0
E01018499,47.0
E01018500,53.0
E01018501,45.0
E01018502,49.0
E01018503,54.0
E01018504,52.0
E01018505,49.0
E01018506,53.0
E01018507,55.0
E01018508,49.0
E01018509,46.0
E01018510,42.0
E01018511,40.0
E01018512,39.0
E01018513,48.0
E01018514,52.0
E01018515,49.0
E01018516,52.0
E01018518,58.0
E01018519,35.0
E01018520,32.0
E01018521,38.0
E01018522,41.0
E01018523,37.0
E01018524,32.0
E01018525,37.0
E01018526,49.0
E01018527,47.0
E01018528,41.0
E01018529,54.0
E01018530,50.0
E01018531,48.0
E01018532,49.5
E01018533,54.0
E01018534,40.0
E01018535,47.0
E01018536,52.0
E01018537,60.0
E01018538,43.0
E01018539,37.0
E01018540,43.0
E01018541,44.0
E01018542,29.0
E01018543,37.0
E01018544,52.0
E01018545,49.0
E01018546,40.0
E01018547,49.0
E01018548,42.0
E01018549,51.0
E01018550,36.0
E01018551,35.0
E01018552,31.5
E01018553,39.0
E01018554,50.0
E01018555,44.0
E01018556,55.0
E01018557,43.0
E01018558,42.5
E01018559,47.0
E01018560,48.0
E01018561,48.0
E01018562,42.0
E01018563,32.0
E01018564,39.0
E01018565,49.0
E01018566,56.0
E01018567,50.0
E01018568,42.0
E01018569,55.0
E01018570,52.0
E01018571,56.0
E01018572,53.0
E01018573,50.0
E01018574,46.0
E01018575,43.0
E01018576,48.0
E01018577,48.0
E01018578,48.0
E01018579,43.0
E01018580,54.0
E01018581,51.0
E01018582,42.0
E01018583,40.0
E01018584,45.0
E01018585,53.0
E01018586,43.0
E01018587,54.0
E01018588,46.0
E01018589,47.0
E01018590,43.0
E01018591,55.0
E01018592,44.0
E01018593,51.0
E01018594,41.0
E01018595,43.0
E01018596,37.0
E01018597,51.0
E01018598,50.0
E01018599,56.0
E01018600,49.0
E01018601,48.0
E01018602,46.0
E01018603,49.0
E01018604,43.0
E01018605,53.0
E01018606,50.0
E01018607,51.0
E01018608,48.0
E01018609,50.0
E01018610,42.0
E01018611,38.0
E01018612,40.5
E01018613,40.0
E01018614,47.0
E01018615,43.0
E01018616,48.0
E01018617,49.0
E01018618,36.0
E01018619,45.0
E01018620,47.0
E01018621,47.0
E01018622,42.0
E01018623,41.0
E01018624,37.0
E01018625,39.0
E01018626,42.0
E01018627,41.0
E01018628,48.0
E01018629,39.0
E01018630,44.0
E01018631,44.0
E01018632,44.0
E01018633,53.0
E01018634,48.0
E01018635,45.0
E01018636,45.0
E01018637,40.0
E01018638,46.0
E01018639,36.0
E01018640,42.0
E01018641,48.0
E01018642,49.0
E01018643,50.0
E01018644,50.0
E01018645,46.0
E01018646,40.0
E01018647,47.0
E01018648,52.0
E01018649,58.0
E01018650,44.0
E01018651,43.0
E01018652,46.0
E01018653,46.0
E01018654,52.0
E01018655,52.0
E01018656,55.0
E01018657,43.0
E01018658,48.0
E01018659,57.0
E01018660,48.0
E01018661,54.0
E01018662,47.0
E01018663,51.0
E01018664,53.0
E01018665,50.0
E01018666,54.0
E01018667,56.0
E01018668,57.0
E01018669,53.0
E01018670,54.0
E01018671,51.0
E01018672,38.0
E01018673,44.0
E01018674,41.0
E01018675,53.0
E01018676,51.0
E01018677,57.0
E01018678,55.0
E01018679,39.0
E01018680,49.0
E01018681,46.0
E01018682,47.0
E01018683,48.0
E01018684,55.0
E01018685,41.0
E01018686,38.0
E01018687,55.0
E01018688,50.0
E01018689,53.0
E01018690,51.0
E01018691,48.0
E01018692,52.0
E01018693,49.0
E01018694,46.0
E01018695,43.0
E01018696,50.0
E01018697,47.0
E01018698,54.0
E01018699,47.0
E01018700,44.0
E01018701,38.0
E01018702,43.0
E01018703,47.0
E01018704,47.0
E01018705,50.0
E01018706,40.0
E01018707,54.0
E01018708,55.0
E01018709,37.0
E01018710,40.0
E01018711,46.0
E01018712,45.0
E01018713,33.0
E01018714,42.0
E01018715,37.0
E01018716,40.0
E01018717,39.0
E01018718,48.0
E01018719,46.0
E01018720,39.0
E01018721,55.0
E01018722,52.0
E01018723,48.0
E01018724,53.0
E01018725,50.0
E01018726,45.0
E01018727,55.0
E01018728,42.0
E01018729,42.0
E01018730,47.0
E01018731,36.0
E01018732,46.0
E01018733,52.0
E01018734,46.5
E01018735,47.0
E01018736,41.0
E01018737,38.0
E01018738,28.0
E01018739,32.0
E01018740,35.0
E01018741,47.0
E01018742,42.0
E01018743,52.0
E01018744,42.0
E01018745,38.0
E01018746,43.0
E01018747,40.0
E01018748,31.0
E01018749,35.0
E01018750,50.0
E01018751,43.0
E01018752,47.0
E01018753,56.0
E01018754,50.0
E01018755,57.0
E01018756,57.0
E01018757,54.0
E01018758,49.0
E01018759,54.0
E01018760,53.0
E01018761,58.0
E01018762,56.0
E01018763,48.0
E01018764,53.0
E01018765,56.0
E01018766,54.0
E01018767,40.0
E01018768,39.0
E01018769,40.0
E01018770,48.0
E01018771,47.0
E01018772,51.0
E01018773,55.0
E01018774,50.0
E01018775,59.0
E01018776,58.0
E01018777,53.0
E01018778,50.5
E01018779,51.0
E01018780,51.0
E01018781,56.5
E01018782,51.0
E01018783,54.0
E01018784,54.0
E01018785,52.0
E01018786,50.0
E01018787,47.0
E01018788,51.0
E01018789,49.0
E01018790,44.0
E01018791,47.0
E01018792,44.0
E01018793,46.0
E01018794,49.0
E01018795,55.0
E01018796,45.0
E01018797,41.0
E01018798,49.0
E01018799,48.0
E01018800,44.0
E01018803,43.0
E01018804,23.0
E01018805,54.0
E01018806,30.0
E01018807,45.0
E01018808,43.0
E01018809,41.0
E01018810,45.0
E01018811,44.0
E01018812,36.0
E01018813,47.0
E01018814,47.0
E01018815,42.0
E01018816,58.0
E01018817,53.0
E01018818,56.0
E01018819,44.0
E01018820,46.0
E01018821,39.0
E01018822,47.0
E01018823,51.0
E01018824,43.0
E01018825,43.0
E01018826,46.0
E01018827,55.0
E01018828,57.0
E01018829,51.0
E01018830,56.0
E01018831,45.0
E01018832,48.0
E01018833,47.0
E01018834,38.0
E01018835,26.0
E01018836,33.0
E01018837,33.0
E01018838,35.0
E01018839,43.0
E01018840,24.0
E01018841,35.0
E01018842,47.0
E01018843,51.0
E01018844,48.0
E01018845,48.0
E01018846,54.0
E01018847,44.0
E01018848,50.0
E01018849,59.0
E01018850,55.0
E01018851,50.0
E01018852,44.0
E01018853,41.0
E01018854,41.0
E01018855,34.0
E01018856,48.0
E01018857,44.0
E01018858,55.0
E01018859,51.0
E01018860,42.0
E01018861,52.0
E01018862,59.0
E01018863,45.0
E01018864,49.0
E01018865,39.0
E01018866,43.0
E01018867,32.0
E01018868,39.0
E01018869,44.0
E01018870,31.0
E01018871,48.5
E01018872,39.0
E01018873,47.0
E01018874,52.0
E01018875,49.0
E01018876,49.0
E01018877,54.0
E01018878,40.0
E01018879,57.0
E01018880,51.0
E01018881,54.0
E01018882,48.0
E01018883,48.0
E01018884,45.0
E01018885,45.0
E01018886,33.0
E01018887,34.0
E01018888,38.0
E01018889,51.0
E01018890,49.0
E01018891,49.0
E01018892,46.0
E01018893,52.0
E01018894,43.0
E01018895,41.0
E01018896,51.0
E01018897,36.0
E01018898,39.0
E01018899,21.0
E01018900,48.0
E01018901,46.0
E01018902,54.0
E01018903,30.0
E01018904,52.0
E01018905,51.0
E01018906,53.0
E01018907,51.0
E01018908,49.0
E01018909,42.0
E01018910,33.0
E01018911,48.0
E01018912,46.0
E01018913,40.0
E01018914,43.0
E01018915,42.0
E01018916,45.0
E01018917,51.0
E01018918,49.0
E01018919,49.0
E01018920,54.0
E01018921,48.0
E01018922,48.0
E01018923,53.0
E01018924,49.0
E01018925,53.0
E01018926,55.0
E01018927,40.0
E01018928,38.0
E01018929,40.5
E01018930,34.0
E01018931,49.0
E01018932,43.0
E01018933,39.0
E01018934,46.0
E01018935,38.0
E01018936,48.0
E01018937,44.0
E01018938,55.0
E01018940,53.0
E01018941,46.0
E01018942,55.0
E01018943,49.0
E01018944,52.0
E01018945,53.0
E01018946,50.0
E01018947,36.0
E01018948,47.0
E01018949,36.0
E01018950,41.0
E01018951,52.0
E01018952,54.0
E01018953,52.0
E01018954,38.0
E01018955,48.5
E01018956,53.0
E01018957,47.0
E01018958,55.0
E01018959,60.0
E01018960,44.0
E01018961,50.0
E01018962,55.0
E01018965,54.0
E01018966,57.0
E01018967,55.0
E01018968,55.0
E01018969,56.0
E01018970,49.0
E01018971,55.0
E01018972,46.0
E01018973,48.0
E01018974,51.0
E01018975,49.0
E01018976,55.0
E01018977,45.0
E01018978,45.0
E01018979,48.0
E01018980,44.0
E01018981,51.0
E01018982,45.0
E01018983,56.0
E01018984,41.0
E01018985,53.0
E01018986,57.0
E01018987,55.0
E01018988,52.0
E01018989,51.0
E01018990,57.0
E01018991,52.0
E01018992,54.0
E01018993,55.0
E01018994,53.0
E01018995,50.0
E01018996,50.0
E01018997,32.0
E01018998,45.0
E01018999,51.0
E01019000,58.0
E01019001,56.0
E01019002,59.0
E01019003,54.0
E01019004,49.0
E01019005,49.0
E01019006,58.0
E01019007,48.0
E01019008,48.5
E01019009,44.0
E01019010,51.0
E01019011,57.0
E01019012,59.0
E01019013,47.0
E01019014,51.0
E01019015,48.0
E01019016,39.0
E01019017,55.0
E01019018,51.0
E01019019,47.0
E01019020,40.0
E01019021,48.0
E01019022,45.0
E01019023,39.0
E01019024,53.0
E01019025,57.0
E01019026,56.0
E01019027,55.0
E01019028,43.0
E01019029,43.0
E01019030,46.0
E01019031,50.0
E01019032,51.0
E01019033,43.0
E01019034,46.0
E01019035,56.0
E01019036,53.0
E01019037,50.0
E01019038,59.0
E01019039,59.0
E01019040,56.0
E01019041,38.0
E01019042,42.0
E01019043,46.0
E01019044,56.0
E01019045,41.0
E01019046,44.0
E01019047,48.0
E01019048,51.0
E01019049,37.0
E01019050,44.0
E01019051,44.0
E01019052,44.0
E01019053,45.5
E01019054,43.0
E01019055,40.0
E01019056,41.0
E01019057,46.0
E01019058,42.0
E01019059,52.0
E01019060,53.0
E01019061,43.0
E01019062,42.0
E01019063,45.0
E01019064,44.0
E01019065,40.0
E01019066,51.0
E01019067,54.0
E01019068,57.0
E01019069,40.0
E01019070,42.0
E01019071,46.0
E01019072,43.5
E01019073,48.0
E01019074,38.0
E01019075,47.0
E01019076,39.0
E01019077,48.0
E01019078,52.0
E01019079,51.0
E01019080,46.0
E01019081,41.0
E01019082,47.0
E01019083,52.0
E01019084,44.0
E01019085,47.0
E01019086,53.0
E01019087,53.0
E01019088,51.0
E01019089,46.0
E01019090,55.0
E01019091,52.0
E01019092,54.0
E01019093,45.5
E01019094,42.0
E01019095,39.0
E01019096,52.0
E01019097,38.0
E01019098,42.0
E01019099,45.0
E01019100,43.0
E01019101,51.0
E01019102,51.0
E01019103,49.0
E01019104,54.5
E01019105,50.0
E01019106,57.0
E01019107,54.0
E01019108,36.0
E01019109,38.0
E01019110,40.0
E01019111,36.0
E01019112,38.0
E01019113,37.0
E01019114,47.0
E01019115,51.0
E01019116,48.0
E01019117,45.0
E01019118,38.0
E01019119,56.0
E01019120,44.0
E01019121,44.0
E01019122,43.0
E01019123,41.0
E01019124,50.0
E01019125,50.0
E01019126,48.0
E01019127,59.0
E01019128,50.0
E01019129,49.0
E01019130,51.0
E01019131,54.0
E01019132,51.0
