LSOA11CD,medianAge
E01007874,28.0
E01007875,27.0
E01007877,27.0
E01007878,32.0
E01007879,37.0
E01007881,36.0
E01007882,35.0
E01007883,29.0
E01007885,33.0
E01007886,31.0
E01007887,45.0
E01007888,48.0
E01007889,43.0
E01007890,50.0
E01007891,54.0
E01007892,42.0
E01007893,52.0
E01007894,44.0
E01007895,50.0
E01007896,52.0
E01007897,57.0
E01007898,45.0
E01007899,54.0
E01007900,41.0
E01007901,42.0
E01007902,36.0
E01007903,35.0
E01007904,32.0
E01007905,27.0
E01007906,28.0
E01007907,33.0
E01007908,39.0
E01007909,36.0
E01007910,41.0
E01007911,48.0
E01007912,51.0
E01007913,29.0
E01007914,29.0
E01007915,50.0
E01007916,31.0
E01007917,52.0
E01007918,45.0
E01007919,32.0
E01007920,48.0
E01007921,51.0
E01007922,51.0
E01007923,47.0
E01007924,43.0
E01007925,44.0
E01007926,53.0
E01007927,53.0
E01007928,49.0
E01007929,45.0
E01007930,47.0
E01007931,48.0
E01007932,49.0
E01007933,50.0
E01007934,43.0
E01007935,32.0
E01007936,32.0
E01007937,44.0
E01007938,44.0
E01007939,50.0
E01007940,26.0
E01007941,42.0
E01007942,28.0
E01007943,35.0
E01007944,23.0
E01007945,36.0
E01007946,32.0
E01007947,42.0
E01007948,31.0
E01007949,27.0
E01007950,33.0
E01007951,37.0
E01007952,47.0
E01007953,54.0
E01007954,47.0
E01007955,50.0
E01007956,51.0
E01007957,43.0
E01007958,52.0
E01007959,50.0
E01007960,31.0
E01007961,42.5
E01007962,31.0
E01007963,47.0
E01007964,44.0
E01007965,41.0
E01007966,46.0
E01007967,35.0
E01007968,39.0
E01007969,42.0
E01007970,46.0
E01007971,39.0
E01007972,48.0
E01007973,47.0
E01007974,45.0
E01007975,41.0
E01007976,42.0
E01007977,39.0
E01007978,37.0
E01007979,26.0
E01007980,37.0
E01007981,37.0
E01007982,34.0
E01007983,37.0
E01007984,43.0
E01007985,41.0
E01007986,35.0
E01007987,41.0
E01007988,48.0
E01007989,40.0
E01007990,48.0
E01007991,42.0
E01007992,40.0
E01007993,40.0
E01007994,40.0
E01007995,36.0
E01007996,38.0
E01007997,46.0
E01007998,47.0
E01007999,51.0
E01008000,48.0
E01008001,47.0
E01008002,51.0
E01008003,48.0
E01008004,46.0
E01008005,46.0
E01008006,52.0
E01008007,42.0
E01008008,39.0
E01008009,29.0
E01008010,35.0
E01008011,32.0
E01008012,31.0
E01008013,35.0
E01008014,36.0
E01008015,38.0
E01008016,35.0
E01008017,37.0
E01008018,35.0
E01008019,40.0
E01008020,51.0
E01008021,49.5
E01008022,38.0
E01008023,39.0
E01008024,38.0
E01008025,44.0
E01008027,41.0
E01008028,41.0
E01008029,36.0
E01008030,39.0
E01008031,47.0
E01008032,42.0
E01008033,55.0
E01008034,41.5
E01008035,48.0
E01008036,43.0
E01008037,57.0
E01008038,59.0
E01008039,58.0
E01008040,44.0
E01008041,44.5
E01008042,35.0
E01008043,41.0
E01008044,43.0
E01008045,37.0
E01008046,32.5
E01008047,27.0
E01008048,28.0
E01008049,43.0
E01008050,29.0
E01008051,34.0
E01008052,37.0
E01008053,43.0
E01008054,32.0
E01008055,32.5
E01008056,38.0
E01008057,34.0
E01008058,46.0
E01008059,35.5
E01008060,33.0
E01008061,34.0
E01008062,32.0
E01008063,44.0
E01008064,27.0
E01008065,31.0
E01008066,23.0
E01008067,22.0
E01008068,23.0
E01008069,25.0
E01008072,32.0
E01008073,29.0
E01008074,28.0
E01008075,30.0
E01008076,33.0
E01008077,39.0
E01008078,53.0
E01008079,49.0
E01008080,47.0
E01008081,39.0
E01008082,39.0
E01008083,33.0
E01008084,33.0
E01008085,39.0
E01008086,35.0
E01008087,47.0
E01008088,47.0
E01008089,34.0
E01008090,34.0
E01008091,36.0
E01008092,43.0
E01008093,42.0
E01008094,35.0
E01008095,29.0
E01008096,32.0
E01008097,32.0
E01008098,34.0
E01008099,34.0
E01008100,34.0
E01008101,34.0
E01008102,35.0
E01008103,32.0
E01008104,26.0
E01008105,21.0
E01008107,28.0
E01008108,27.0
E01008109,23.0
E01008111,24.0
E01008112,29.0
E01008113,33.0
E01008114,24.0
E01008115,23.0
E01008116,37.5
E01008117,35.0
E01008118,39.0
E01008119,35.0
E01008122,31.0
E01008123,33.0
E01008124,30.0
E01008125,41.0
E01008126,50.0
E01008128,47.0
E01008129,47.0
E01008130,50.0
E01008131,49.0
E01008132,52.0
E01008133,53.0
E01008134,53.0
E01008135,47.0
E01008136,46.0
E01008137,53.0
E01008138,48.0
E01008139,44.0
E01008140,44.0
E01008141,50.0
E01008142,39.0
E01008143,45.0
E01008144,41.0
E01008145,49.0
E01008146,50.0
E01008147,53.0
E01008148,45.0
E01008149,47.0
E01008150,47.0
E01008151,32.0
E01008152,45.0
E01008153,35.0
E01008154,41.0
E01008155,34.0
E01008156,43.0
E01008157,44.0
E01008158,43.0
E01008159,34.0
E01008160,41.0
E01008161,38.0
E01008162,32.0
E01008163,28.0
E01008164,35.0
E01008165,36.0
E01008166,25.0
E01008167,35.0
E01008168,29.0
E01008169,24.0
E01008170,38.0
E01008171,23.0
E01008172,53.0
E01008173,39.0
E01008174,43.0
E01008175,47.0
E01008176,49.0
E01008177,47.0
E01008178,35.0
E01008179,44.0
E01008180,38.0
E01008181,48.0
E01008182,36.0
E01008183,42.0
E01008184,56.0
E01008185,41.0
E01008186,41.0
E01008187,51.0
E01008188,50.0
E01008189,41.5
E01008190,53.0
E01008191,44.0
E01008192,43.0
E01008193,52.0
E01008194,51.0
E01008195,44.0
E01008196,50.0
E01008197,45.0
E01008198,39.0
E01008199,48.0
E01008200,50.0
E01008201,35.5
E01008202,36.0
E01008203,35.0
E01008204,36.0
E01008205,49.0
E01008206,43.0
E01008207,50.0
E01008208,39.0
E01008209,36.0
E01008210,40.0
E01008211,42.0
E01008212,39.0
E01008213,47.0
E01008214,34.0
E01008215,36.0
E01008216,43.0
E01008217,42.0
E01008218,47.0
E01008219,45.0
E01008220,33.0
E01008221,37.0
E01008222,40.0
E01008223,35.0
E01008224,43.0
E01008225,50.0
E01008226,42.0
E01008227,32.0
E01008228,44.0
E01008229,56.0
E01008230,41.5
E01008231,38.0
E01008232,35.0
E01008233,51.0
E01008234,48.0
E01008235,52.0
E01008236,46.0
E01008237,43.0
E01008238,43.0
E01008239,47.0
E01008240,44.0
E01008241,44.0
E01008242,39.0
E01008243,49.0
E01008244,38.0
E01008245,52.0
E01008246,44.0
E01008247,47.5
E01008248,38.0
E01008249,59.0
E01008250,45.0
E01008251,35.0
E01008252,27.0
E01008253,32.0
E01008254,32.0
E01008255,41.0
E01008256,46.0
E01008257,48.0
E01008258,34.0
E01008259,41.0
E01008260,47.0
E01008261,42.0
E01008262,39.0
E01008263,38.0
E01008264,48.0
E01008265,43.0
E01008266,55.0
E01008267,54.0
E01008268,47.0
E01008269,52.0
E01008270,60.0
E01008271,49.0
E01008272,52.0
E01008273,43.0
E01008274,42.0
E01008275,53.0
E01008276,48.0
E01008277,47.0
E01008278,52.0
E01008279,56.0
E01008280,42.0
E01008281,42.0
E01008282,37.0
E01008283,55.0
E01008284,46.0
E01008285,40.0
E01008286,52.0
E01008287,42.0
E01008288,40.5
E01008289,37.0
E01008290,31.0
E01008291,29.0
E01008292,46.0
E01008293,42.0
E01008294,45.0
E01008295,29.0
E01008296,52.0
E01008297,35.0
E01008298,34.0
E01008299,37.0
E01008300,35.0
E01008301,33.0
E01008302,38.0
E01008303,34.0
E01008304,34.0
E01008305,32.0
E01008306,48.0
E01008307,41.0
E01008308,31.0
E01008309,50.0
E01008311,40.0
E01008312,39.0
E01008313,43.0
E01008314,38.0
E01008315,41.0
E01008316,41.0
E01008317,41.0
E01008318,41.0
E01008319,45.0
E01008320,41.0
E01008321,43.0
E01008322,41.0
E01008323,35.0
E01008324,29.0
E01008325,42.0
E01008326,43.0
E01008327,34.0
E01008328,55.0
E01008329,39.0
E01008330,32.0
E01008331,29.0
E01008332,29.0
E01008333,31.0
E01008334,31.0
E01008335,28.0
E01008336,41.0
E01008337,40.5
E01008338,38.0
E01008339,35.0
E01008340,34.0
E01008341,38.0
E01008342,53.0
E01008343,38.0
E01008344,41.0
E01008345,37.0
E01008346,27.0
E01008347,40.0
E01008348,33.0
E01008349,29.0
E01008350,36.0
E01008351,45.5
E01008352,41.0
E01008353,38.0
E01008354,35.0
E01008355,41.0
E01008356,46.0
E01008357,54.0
E01008358,38.0
E01008359,27.0
E01008360,29.0
E01008361,28.0
E01008362,25.0
E01008363,43.0
E01008364,29.0
E01008365,41.0
E01008366,22.0
E01008367,23.0
E01008368,22.0
E01008369,22.0
E01008370,32.0
E01008371,48.5
E01008372,22.0
E01008373,22.0
E01008374,41.0
E01008375,39.0
E01008376,45.0
E01008377,31.0
E01008378,40.0
E01008379,42.0
E01008380,32.0
E01008381,44.0
E01008382,38.0
E01008383,38.0
E01008384,45.0
E01008385,35.0
E01008386,45.0
E01008387,47.0
E01008388,31.0
E01008389,34.0
E01008390,31.0
E01008391,33.0
E01008392,36.0
E01008394,19.0
E01008395,30.0
E01008396,26.0
E01008397,24.0
E01008398,32.0
E01008399,32.0
E01008400,41.0
E01008401,40.0
E01008402,43.0
E01008403,49.0
E01008404,39.0
E01008405,40.0
E01008406,22.0
E01008407,22.0
E01008409,25.5
E01008410,22.0
E01008411,24.0
E01008412,26.0
E01008413,24.0
E01008415,33.0
E01008416,46.0
E01008418,47.0
E01008419,42.0
E01008420,49.0
E01008421,39.0
E01008422,35.0
E01008423,51.0
E01008424,29.0
E01008425,44.0
E01008426,34.0
E01008427,35.0
E01008428,45.0
E01008429,38.0
E01008430,44.0
E01008431,43.0
E01008432,46.0
E01008433,54.0
E01008434,50.0
E01008435,38.0
E01008436,34.0
E01008437,33.0
E01008438,39.0
E01008439,34.0
E01008441,39.0
E01008442,51.5
E01008443,52.0
E01008444,53.0
E01008445,42.0
E01008446,57.0
E01008447,56.0
E01008448,57.0
E01008449,29.0
E01008450,30.0
E01008451,34.0
E01008452,38.0
E01008453,34.0
E01008455,29.0
E01008456,37.0
E01008457,42.0
E01008458,47.0
E01008459,28.0
E01008460,37.0
E01008461,39.0
E01008462,39.0
E01008463,44.0
E01008464,50.0
E01008465,49.0
E01008466,54.0
E01008467,42.0
E01008468,39.0
E01008469,47.0
E01008470,48.0
E01008471,39.0
E01008472,50.0
E01008473,51.0
E01008474,36.0
E01008475,43.0
E01008476,39.0
E01008477,35.0
E01008478,47.0
E01008479,48.0
E01008480,48.0
E01008481,36.0
E01008482,40.0
E01008483,40.0
E01008484,34.0
E01008485,29.0
E01008486,40.0
E01008487,43.0
E01008488,38.0
E01008489,37.0
E01008490,49.0
E01008491,35.0
E01008492,38.0
E01008493,45.0
E01008494,46.0
E01008495,48.0
E01008496,47.0
E01008497,49.0
E01008498,57.0
E01008499,42.0
E01008500,49.0
E01008501,36.0
E01008502,40.0
E01008503,39.0
E01008504,51.0
E01008505,45.0
E01008506,42.0
E01008507,47.0
E01008508,39.0
E01008509,39.0
E01008510,44.0
E01008511,41.0
E01008512,43.0
E01008513,36.0
E01008514,37.0
E01008516,43.0
E01008517,43.0
E01008518,50.0
E01008519,50.0
E01008520,46.0
E01008521,52.0
E01008522,50.0
E01008523,45.0
E01008524,48.0
E01008525,51.0
E01008526,52.0
E01008527,45.0
E01008528,44.0
E01008529,49.0
E01008530,54.0
E01008531,51.0
E01008532,38.0
E01008533,40.0
E01008534,53.0
E01008535,50.0
E01008536,39.0
E01008537,44.0
E01008538,35.0
E01008539,48.0
E01008540,34.0
E01008541,42.0
E01008542,35.0
E01008543,34.0
E01008544,42.0
E01008545,40.0
E01008546,46.0
E01008547,52.0
E01008548,52.0
E01008549,50.0
E01008550,44.0
E01008551,55.0
E01008552,48.0
E01008553,46.0
E01008554,44.0
E01008555,40.0
E01008556,45.0
E01008557,50.0
E01008558,50.0
E01008559,43.0
E01008560,47.0
E01008561,45.0
E01008562,46.0
E01008563,50.0
E01008564,50.0
E01008565,35.0
E01008567,35.0
E01008568,48.0
E01008569,39.0
E01008570,41.0
E01008571,43.0
E01008572,36.0
E01008573,34.0
E01008574,40.0
E01008575,40.0
E01008576,36.0
E01008577,40.0
E01008578,45.0
E01008579,58.0
E01008580,48.0
E01008581,55.0
E01008582,43.0
E01008583,38.0
E01008584,39.0
E01008585,42.0
E01008586,42.0
E01008587,45.0
E01008588,42.0
E01008589,45.0
E01008590,49.0
E01008591,38.0
E01008592,42.0
E01008593,37.0
E01008594,40.0
E01008595,41.0
E01008596,35.0
E01008597,41.0
E01008598,42.0
E01008599,47.0
E01008600,39.0
E01008601,40.0
E01008602,35.0
E01008603,39.0
E01008604,38.0
E01008605,41.0
E01008606,32.0
E01008607,31.0
E01008608,40.0
E01008609,36.0
E01008610,39.0
E01008611,46.0
E01008612,50.0
E01008613,39.0
E01008614,37.0
E01008615,48.0
E01008616,48.0
E01008617,51.0
E01008618,50.0
E01008619,56.0
E01008620,49.0
E01008621,52.0
E01008622,56.0
E01008624,46.0
E01008625,44.0
E01008627,51.0
E01008628,41.0
E01008629,51.0
E01008630,35.0
E01008631,45.0
E01008632,43.0
E01008633,36.0
E01008634,41.0
E01008635,51.0
E01008636,42.0
E01008637,44.0
E01008638,41.0
E01008639,35.0
E01008640,36.0
E01008641,46.0
E01008642,49.0
E01008643,40.0
E01008644,44.0
E01008645,34.0
E01008646,53.0
E01008647,54.0
E01008648,56.0
E01008649,41.0
E01008650,51.0
E01008651,34.0
E01008652,43.0
E01008653,38.0
E01008654,38.0
E01008655,37.0
E01008656,46.0
E01008657,49.0
E01008658,36.0
E01008659,44.0
E01008660,46.0
E01008661,45.0
E01008662,41.0
E01008663,48.0
E01008664,35.0
E01008665,41.0
E01008666,34.0
E01008667,49.0
E01008668,41.0
E01008669,39.0
E01008670,42.0
E01008671,39.0
E01008672,47.0
E01008673,47.0
E01008674,54.0
E01008675,42.0
E01008676,42.0
E01008677,51.0
E01008678,45.0
E01008679,46.0
E01008680,52.0
E01008681,54.0
E01008682,40.0
E01008683,39.0
E01008684,52.0
E01008685,48.0
E01008686,42.0
E01008687,54.0
E01008688,39.0
E01008689,46.0
E01008690,37.0
E01008691,52.0
E01008692,42.0
E01008693,41.0
E01008694,41.5
E01008695,36.0
E01008696,45.0
E01008697,47.5
E01008698,42.0
E01008699,38.0
E01008700,31.0
E01008701,28.0
E01008702,47.0
E01008703,27.0
E01008704,37.0
E01008705,37.0
E01008706,35.0
E01008707,29.0
E01008708,46.0
E01008709,40.0
E01008711,45.0
E01008712,44.0
E01008713,49.0
E01008714,33.0
E01008715,43.0
E01008716,54.0
E01008717,39.0
E01008718,46.0
E01008719,47.0
E01008720,45.0
E01008721,43.0
E01008722,50.0
E01008723,53.0
E01008724,47.0
E01008725,53.0
E01008726,49.0
E01008727,50.0
E01008728,47.0
E01008729,35.0
E01008730,33.0
E01008731,37.0
E01008732,41.0
E01008733,39.0
E01008734,59.0
E01008735,36.0
E01008736,37.0
E01008737,38.0
E01008738,40.0
E01008739,38.0
E01008740,52.0
E01008741,44.0
E01008742,42.0
E01008743,36.0
E01008744,35.0
E01008745,49.0
E01008746,34.0
E01008747,48.0
E01008748,57.0
E01008749,57.0
E01008750,43.0
E01008751,35.0
E01008752,35.0
E01008753,42.0
E01008754,44.0
E01008755,43.0
E01008756,40.0
E01008757,45.0
E01008758,44.0
E01008759,46.0
E01008760,42.0
E01008761,52.0
E01008762,40.0
E01008763,40.0
E01008764,47.0
E01008765,48.0
E01008766,36.0
E01008767,46.0
E01008768,40.0
E01008769,40.0
E01008770,49.0
E01008771,43.0
E01008772,54.0
E01008773,34.0
E01008774,48.0
E01008775,53.0
E01008776,36.0
E01008777,60.0
E01008778,41.0
E01008779,45.0
E01008780,42.0
E01008781,53.0
E01008782,50.0
E01008783,51.0
E01008784,48.0
E01008785,55.0
E01008786,49.0
E01008787,38.0
E01008788,46.0
E01008789,49.0
E01008790,45.0
E01008791,37.0
E01008792,56.0
E01008793,36.0
E01008795,45.0
E01008796,40.0
E01008797,40.0
E01008799,44.0
E01008800,35.0
E01008801,47.0
E01008802,55.5
E01008803,43.0
E01008804,46.0
E01008805,37.0
E01008808,46.0
E01008809,49.0
E01008810,35.0
E01008811,44.0
E01008812,35.0
E01008813,46.0
E01008814,45.0
E01008817,36.0
E01008819,39.0
E01008820,44.5
E01008821,37.0
E01008822,38.0
E01008823,38.0
E01008824,34.0
E01008825,44.0
E01008826,37.0
E01008827,36.0
E01008828,33.0
E01008829,36.0
E01008830,31.0
E01008831,31.0
E01008832,34.0
E01008833,46.0
E01008834,34.0
E01008835,39.0
E01008836,40.0
E01008837,40.0
E01008838,35.0
E01008839,37.0
E01008840,36.0
E01008841,34.0
E01008842,46.0
E01008843,49.0
E01008844,49.0
E01008845,50.0
E01008846,33.0
E01008847,35.0
E01008848,58.0
E01008849,34.0
E01008850,35.0
E01008851,43.0
E01008852,50.0
E01008853,37.0
E01008854,40.0
E01008855,39.0
E01008856,55.0
E01008857,41.0
E01008858,32.0
E01008859,30.5
E01008860,40.5
E01008861,47.0
E01008862,55.5
E01008863,53.0
E01008864,57.0
E01008865,47.0
E01008866,40.0
E01008867,35.0
E01008868,51.0
E01008869,48.0
E01008870,48.0
E01008871,40.0
E01008872,45.0
E01008873,50.0
E01008874,35.0
E01008875,41.0
E01008876,49.0
E01008877,43.0
E01008878,43.0
E01008879,48.0
E01008880,47.0
E01008881,33.0
E01008882,29.0
E01008883,31.0
E01008884,28.0
E01008885,36.0
E01008886,36.0
E01008887,32.0
E01008888,37.0
E01008889,35.0
E01008890,33.0
E01008891,37.0
E01008892,31.0
E01008893,37.0
E01008894,42.0
E01008895,34.0
E01008896,28.0
E01008897,33.0
E01008898,26.0
E01008899,29.0
E01008901,31.0
E01008905,28.0
E01008906,25.0
E01008907,31.0
E01008909,23.0
E01008910,26.0
E01008911,26.0
E01008913,31.0
E01008914,23.0
E01008915,27.0
E01008916,27.0
E01008917,40.0
E01008918,33.0
E01008919,37.0
E01008920,41.0
E01008921,39.0
E01008923,33.0
E01008924,43.0
E01008925,48.0
E01008927,37.0
E01008928,38.0
E01008929,35.0
E01008930,32.0
E01008931,35.0
E01008932,33.0
E01008933,34.0
E01008934,37.0
E01008935,32.0
E01008936,38.0
E01008937,38.0
E01008938,32.0
E01008939,37.0
E01008940,33.0
E01008941,31.0
E01008942,35.0
E01008943,35.0
E01008944,34.0
E01008945,34.0
E01008946,40.0
E01008947,34.0
E01008948,41.0
E01008949,47.0
E01008950,50.0
E01008951,41.0
E01008952,33.0
E01008953,37.0
E01008954,49.0
E01008955,35.0
E01008956,41.0
E01008957,35.0
E01008958,46.0
E01008959,45.0
E01008960,38.0
E01008961,41.0
E01008962,32.0
E01008963,36.0
E01008964,41.0
E01008965,39.0
E01008966,32.0
E01008967,41.0
E01008968,41.0
E01008969,41.0
E01008970,36.0
E01008971,40.0
E01008972,34.0
E01008973,38.0
E01008974,34.0
E01008975,45.0
E01008976,33.0
E01008977,35.0
E01008978,32.0
E01008979,35.0
E01008980,31.0
E01008981,46.0
E01008982,29.0
E01008984,24.0
E01008986,31.0
E01008987,27.0
E01008988,31.0
E01008989,33.0
E01008990,36.0
E01008991,43.0
E01008992,27.0
E01008994,31.0
E01008995,25.0
E01008996,31.0
E01008997,41.0
E01008998,30.0
E01008999,32.0
E01009000,40.0
E01009001,39.0
E01009002,26.0
E01009003,48.0
E01009005,38.0
E01009006,35.0
E01009007,33.0
E01009008,43.0
E01009009,42.0
E01009011,40.0
E01009012,39.0
E01009013,35.0
E01009014,29.0
E01009015,38.0
E01009016,41.0
E01009017,30.0
E01009018,37.0
E01009019,30.0
E01009020,35.0
E01009021,31.0
E01009022,33.0
E01009023,35.0
E01009024,30.0
E01009025,31.0
E01009026,27.0
E01009028,28.0
E01009029,30.0
E01009030,33.0
E01009031,39.0
E01009032,35.0
E01009033,30.0
E01009034,37.0
E01009035,33.0
E01009036,39.0
E01009037,46.0
E01009039,40.0
E01009040,40.0
E01009041,38.0
E01009042,35.0
E01009043,31.0
E01009044,28.5
E01009045,33.0
E01009046,38.0
E01009047,32.0
E01009048,31.0
E01009049,35.0
E01009050,30.0
E01009051,31.0
E01009053,28.0
E01009054,32.0
E01009056,33.0
E01009057,28.0
E01009058,28.5
E01009059,30.0
E01009060,29.0
E01009061,29.0
E01009062,28.0
E01009064,36.0
E01009065,39.0
E01009066,48.5
E01009067,38.0
E01009068,31.0
E01009069,32.0
E01009070,41.0
E01009071,39.0
E01009072,34.0
E01009073,26.0
E01009074,29.0
E01009075,28.0
E01009077,37.0
E01009078,26.0
E01009079,31.0
E01009080,26.0
E01009081,30.0
E01009082,28.0
E01009083,29.0
E01009084,27.0
E01009085,28.0
E01009086,30.0
E01009087,31.0
E01009088,41.0
E01009089,30.0
E01009090,30.0
E01009091,36.0
E01009092,29.0
E01009093,30.0
E01009094,30.0
E01009095,31.0
E01009096,42.0
E01009097,32.0
E01009098,40.0
E01009099,31.0
E01009100,37.0
E01009101,39.0
E01009102,34.0
E01009103,35.0
E01009104,32.0
E01009105,36.0
E01009106,45.0
E01009107,31.0
E01009108,52.0
E01009109,25.0
E01009110,36.0
E01009111,37.0
E01009112,42.0
E01009113,30.0
E01009114,40.0
E01009115,38.0
E01009116,49.0
E01009117,28.0
E01009118,41.0
E01009119,45.0
E01009120,36.0
E01009121,31.0
E01009122,35.0
E01009123,33.0
E01009124,24.0
E01009125,36.0
E01009126,38.0
E01009127,31.0
E01009128,33.0
E01009129,31.0
E01009130,32.0
E01009131,32.0
E01009132,31.0
E01009133,33.0
E01009134,36.0
E01009135,47.0
E01009136,39.0
E01009137,31.0
E01009138,29.0
E01009139,32.0
E01009140,31.0
E01009141,31.0
E01009143,29.0
E01009145,30.5
E01009146,26.0
E01009147,34.0
E01009151,29.0
E01009152,29.0
E01009153,29.0
E01009155,41.0
E01009157,36.0
E01009158,34.0
E01009159,37.0
E01009160,30.0
E01009161,40.0
E01009162,36.0
E01009163,38.0
E01009164,38.0
E01009165,34.0
E01009166,34.0
E01009167,34.0
E01009168,43.0
E01009169,36.0
E01009170,41.0
E01009171,35.0
E01009172,34.0
E01009173,31.0
E01009174,34.0
E01009175,35.0
E01009176,36.0
E01009177,35.0
E01009178,35.0
E01009179,41.0
E01009182,34.0
E01009183,39.0
E01009184,37.0
E01009185,42.0
E01009186,38.0
E01009187,42.0
E01009188,39.0
E01009189,40.0
E01009192,28.0
E01009194,27.0
E01009195,26.0
E01009197,24.0
E01009198,22.0
E01009199,28.0
E01009200,26.0
E01009201,32.0
E01009202,28.0
E01009203,24.0
E01009204,26.0
E01009205,44.0
E01009206,46.0
E01009207,40.0
E01009208,40.0
E01009209,37.0
E01009210,36.0
E01009211,43.0
E01009212,34.0
E01009213,44.0
E01009214,34.5
E01009215,39.0
E01009216,37.0
E01009217,43.0
E01009218,46.0
E01009219,34.0
E01009220,32.0
E01009221,37.0
E01009222,31.0
E01009223,39.0
E01009224,42.0
E01009225,39.0
E01009226,37.0
E01009227,39.5
E01009228,38.0
E01009229,35.0
E01009230,41.0
E01009231,37.0
E01009232,41.0
E01009233,32.0
E01009234,34.0
E01009235,38.0
E01009236,35.0
E01009237,35.0
E01009238,41.0
E01009239,29.0
E01009240,36.0
E01009241,34.0
E01009242,30.0
E01009243,36.0
E01009244,32.0
E01009245,38.0
E01009246,38.0
E01009247,37.0
E01009248,37.0
E01009249,38.0
E01009250,40.0
E01009251,42.0
E01009252,38.0
E01009253,42.0
E01009254,37.0
E01009255,34.0
E01009256,35.0
E01009257,33.0
E01009258,34.0
E01009259,32.0
E01009260,44.0
E01009261,43.0
E01009262,35.0
E01009263,34.0
E01009264,29.0
E01009265,36.0
E01009266,32.0
E01009267,41.0
E01009268,40.0
E01009269,31.0
E01009270,30.0
E01009271,31.0
E01009272,35.0
E01009273,34.0
E01009274,32.0
E01009275,30.0
E01009276,38.0
E01009278,35.0
E01009279,36.0
E01009280,35.0
E01009281,47.0
E01009282,31.0
E01009283,31.0
E01009284,23.0
E01009286,21.0
E01009288,43.0
E01009289,21.0
E01009290,21.0
E01009291,31.0
E01009292,34.0
E01009293,29.0
E01009294,33.0
E01009295,29.0
E01009296,29.0
E01009297,38.0
E01009298,27.0
E01009299,33.0
E01009300,30.0
E01009301,32.0
E01009302,46.0
E01009303,36.0
E01009304,33.0
E01009305,30.0
E01009306,43.5
E01009307,37.0
E01009308,30.0
E01009309,33.0
E01009310,33.0
E01009311,30.0
E01009312,41.0
E01009313,36.0
E01009314,34.0
E01009315,44.0
E01009316,37.0
E01009317,33.0
E01009318,40.0
E01009319,45.0
E01009320,39.0
E01009321,31.0
E01009322,31.0
E01009323,32.0
E01009324,44.0
E01009325,25.0
E01009326,26.0
E01009327,27.0
E01009328,29.0
E01009329,29.0
E01009331,26.0
E01009332,29.0
E01009333,25.0
E01009334,29.0
E01009335,29.0
E01009337,27.0
E01009338,28.0
E01009339,26.0
E01009340,28.0
E01009341,27.0
E01009342,29.0
E01009343,26.0
E01009344,26.0
E01009345,32.0
E01009346,29.0
E01009347,31.0
E01009348,30.0
E01009349,29.0
E01009350,29.0
E01009351,29.0
E01009352,32.0
E01009353,31.0
E01009354,34.0
E01009355,32.0
E01009358,32.0
E01009359,30.0
E01009360,29.0
E01009361,29.0
E01009362,22.5
E01009363,31.0
E01009364,28.0
E01009365,31.0
E01009366,26.0
E01009367,29.0
E01009368,30.0
E01009371,28.0
E01009372,27.0
E01009373,28.0
E01009374,33.0
E01009375,28.0
E01009376,29.0
E01009377,29.0
E01009378,28.0
E01009379,33.0
E01009380,27.0
E01009382,31.0
E01009383,31.5
E01009384,34.0
E01009385,36.0
E01009389,32.0
E01009390,34.0
E01009391,27.0
E01009392,27.0
E01009393,26.0
E01009394,36.0
E01009395,32.0
E01009396,29.0
E01009397,28.0
E01009399,23.0
E01009400,33.0
E01009401,31.0
E01009403,33.0
E01009404,34.0
E01009405,36.0
E01009406,35.0
E01009407,34.0
E01009408,33.0
E01009409,33.0
E01009410,38.0
E01009411,36.0
E01009412,33.0
E01009413,32.0
E01009414,31.0
E01009415,46.0
E01009416,39.0
E01009417,43.0
E01009418,40.0
E01009419,48.0
E01009420,37.0
E01009421,52.0
E01009422,46.0
E01009423,41.0
E01009424,43.0
E01009425,50.5
E01009426,50.0
E01009427,47.0
E01009428,50.0
E01009429,47.0
E01009430,50.0
E01009431,43.0
E01009432,39.0
E01009433,50.0
E01009434,42.0
E01009435,45.0
E01009436,53.0
E01009437,50.0
E01009438,47.0
E01009439,47.0
E01009440,51.0
E01009441,42.0
E01009442,47.0
E01009443,46.0
E01009444,49.0
E01009445,32.0
E01009446,37.0
E01009447,37.0
E01009448,40.0
E01009449,43.0
E01009450,45.0
E01009451,38.0
E01009452,40.0
E01009453,40.0
E01009454,45.0
E01009455,48.0
E01009456,44.0
E01009457,55.0
E01009458,55.0
E01009459,48.0
E01009460,41.0
E01009461,49.0
E01009462,43.0
E01009463,50.0
E01009464,44.0
E01009465,42.0
E01009466,48.0
E01009467,45.0
E01009468,51.0
E01009469,49.0
E01009470,45.0
E01009471,47.0
E01009472,42.0
E01009473,28.0
E01009474,44.0
E01009475,23.0
E01009476,26.0
E01009477,26.0
E01009478,26.0
E01009479,26.0
E01009480,25.0
E01009481,26.0
E01009482,26.0
E01009483,22.0
E01009484,28.0
E01009485,26.0
E01009486,27.0
E01009487,28.0
E01009488,27.0
E01009489,26.0
E01009490,26.0
E01009491,28.0
E01009492,25.0
E01009493,36.0
E01009494,29.0
E01009495,35.0
E01009496,46.0
E01009497,38.0
E01009498,31.0
E01009499,38.0
E01009500,33.0
E01009501,30.0
E01009502,34.0
E01009503,34.0
E01009504,44.0
